,Question,Answer
9591,"Did I mess up my career today? My future prospects at Sabre? I don't know. There is a chance. Yes. I tell you I love my job. But Jo wants me to put on a show for her, and pretend to work late?  Nah. I spent all day, trying to make her like me, and I forgot to ask myself something: Do I even like her?  As the Irish poet Bobby McFerrin says, 'Don't worry, be happy.'",Whoops! [Humps Michael]
9592,"Okay. Okay, all right. Best night ever. [Meredith joins behind Packer] What the hell is going on back there?",Yeah. We should be able to have that right over to you by Monday. Yeah no problem. [Reveal Jim behind Quad-Desk] Thank you.
9593,What the hell is this?,Oh!
9594,Oh my God. We're going to have to re-name it then aren't we? [Dwight's phone rings. He crawls into nook under Jim's Quad-Desk],"Hello, Dwight Schrute?"
9595,"Hello, Dwight Schrute?","Hey Jim, Jim. Come here. [holds up photo] Do you know who that is?"
9596,"Hey Jim, Jim. Come here. [holds up photo] Do you know who that is?",No.
9597,Is he you?,[laughs] I am flattered. That's Johnny Depp.
9598,Where did you take that?,In my condo complex.
9599,"[feigning accent] Hey, Jim, Jim - where, where do I find the Black Pearl?",Who's that?
9600,Who's that?,"Captain Jack Sparrow. Captain Jack Sparrow, Jim."
9601,"Okay, okay. Screw you, Halpert. You know, it's not easy getting excited about stuff. Remember how you felt when you thought you'd seen Roger Clemens?",At the Yankees game. Yeah.
9602,M. Night Shulman?,"[speaking at a staff meeting] First up, the lost and found has gone missing. It itself is lost, so please, try not to lose anything until we find it. Ah, pet day. If you don't have a pet, please don't feel like -"
9603,When are we getting to sales topics?,"Yeah, what about those leads? Did you hear anything from corporate?"
9604,"Yeah, what about those leads? Did you hear anything from corporate?","Ah, yes, the leads. The leads that Sabre has spent $50,000 to get from a market research company... are not here yet. But will be.. [muttering, people rise to leave] No, no, meeting's not over."
9605,But is there anything relevant to the sales staff here?,No sales topic per se.
9606,Dwight?,"Sorry, Michael, I got calls to make."
9607,... is there any news on the leads?,Is that all you have to say to me?
9608,Is that all you have to say to me?,"Yeah. You got any news on the leads? ... Okay, I'll tell you what. I'm going out on a very important sales call. You get any news about the leads, you try me. All of my numbers. All six of my numbers, okay? Including the car phone! [leaves office] Alright, Dwight out!"
9609,"Yeah. You got any news on the leads? ... Okay, I'll tell you what. I'm going out on a very important sales call. You get any news about the leads, you try me. All of my numbers. All six of my numbers, okay? Including the car phone! [leaves office] Alright, Dwight out!","Salesman is king. As the best salesman, I am king of kings. Oh, you say Jesus is king of kings? Well. What does that say to you about how I think of myself?"
9610,"Salesman is king. As the best salesman, I am king of kings. Oh, you say Jesus is king of kings? Well. What does that say to you about how I think of myself?",Hm-hm. Do you not answer e-mails anymore? Because I've e-mailed you four times asking you to come to my desk.
9611,Hm-hm. Do you not answer e-mails anymore? Because I've e-mailed you four times asking you to come to my desk.,"Honey, if I don't have time to answer an e-mail, I definitely don't have time to walk over to your desk."
9612,You writing your memoirs over there?,You writing your name over there?
9613,You writing your name over there?,"Well, it's a pretty big check."
9614,"[on phone] Very nice. Let me just, let me just write that down real quick. [motions to Darryl] Pencil? Can you give me that pencil? Hang on Teddy... [covers phone] I'm making a sale. Sales.",There's other pencil's in this office.
9615,You saw who did this and you didn't stop them?,Didn't have to see. It was sales. I can feel it. They are out of control.
9616,What'd you get?,"Ah, just the stupid leads."
9617,"Alright. Then I guess I should give them out. Hold on. You know what I'm thinking? I'm thinking that I have something that you want. You guys are acting like you own this place. And you don't. Not even Sabre owns this place. It's a rental. I'm kind of sick of the attitude around here. I'm sick of the cocky walk, I am sick of you throwing your paycheck in my face, I am sick of your uppity attitude, Jim... I think I am not going to give these to you. [Angela, Kevin and Oscar applaud]","We need those leads, Michael. It's our job Michael. Michael!"
9618,#NAME?,"Hmm. Well, if that is what I am required to do, I will do exactly that."
9619,"Hello. May I have everyone's attention, please? Gabe has instructed me to hand out the leads, so I'm going to give the leads to... King Creed! [hands him a lead]",What are you -
9620,What the hell do you think you're doing?,"I'm giving them the leads, Phyllis."
9621,"So I'm going to go ahead and save you some time, and tell you that no-one's going to go along with this. But you knew that, right?",Mm-hmm.
9622,"Alright. So why don't you just give me my share of the leads, and I'll start making some calls?",Okay. [passes Jim some index cards]
9623,"Ahh, these aren't leads. What are they?","Oh, right, those are clues. And within each clue is a lesson. You learn a lesson, and then you find a lead. The leads are scattered all over the industrial park. I am trying to make your kids respect you. Because a father needs to respect his boss, and kids don't respect the father who doesn't respect the boss. Do you understand that line of logic?"
9624,"Oh, right, those are clues. And within each clue is a lesson. You learn a lesson, and then you find a lead. The leads are scattered all over the industrial park. I am trying to make your kids respect you. Because a father needs to respect his boss, and kids don't respect the father who doesn't respect the boss. Do you understand that line of logic?",I don't think you understand -
9625,Or is it?,"Oh, how the tables have turned. I see you got my e-mail."
9626,Are you gonna give me the leads or not?,I'll give you the leads. But you know what? It's going to cost you some clerical work [hands her a mountain of paperwork]
9627,I'll give you the leads. But you know what? It's going to cost you some clerical work [hands her a mountain of paperwork],What are these for?
9628,What are these for?,"It doesn't matter. Fill them out. All of them. Then when you're done, you can watch me shred them."
9629,No it's - how would he even know the Kardashians?,It's about a family. A real-life family.
9630,"[over phone] Hey baby, what's up?",I am currently reading incoherent riddles on blue index cards to find vital information that Michael has hidden all over the office. How are you?
9631,I am currently reading incoherent riddles on blue index cards to find vital information that Michael has hidden all over the office. How are you?,Nothing but vomit and diapers over here.
9632,Where?,"[mimes zipping mouth and throwing away key, Andy begins to walk away] Colder. Colder. Warmer. Warmer. Colder. Colder. Warmer. Warmer. Warmer. Hot. [Andy hovers his hands above her chest] Hotter. Pretty hot. Lower."
9633,Are you sure?,"Lower [tilts head toward her desk, then flips over her keyboard, revealing the leads. Andy scratches his head, recovering]"
9634,"What are you doing, idiot? [Jim is crouched down, peering under a car]",Michael's stupid scavenger hunt.
9635,Scavenger hunt? Here. I can solve it. Give it. [grabs card] 'The treasure you seek is in the parking lot under the first president.',[taps car] Lincoln.
9636,The leads are in?,"Michael? Michael, you were supposed to tell me when the leads came in."
9637,"Michael? Michael, you were supposed to tell me when the leads came in.","Well, bigshot, 'If you want to find your leads, go to the man who never breathes'."
9638,"Kevin! Damnit [runs over to Kevin's desk] Kevin, give me those leads. Where are they? C'mon -",You are never going to find them.
9639,[begins to strangle him] Gimme the leads. Where are my leads?,[muffled] I'm still enjoying  it.
9640,Where are they?,Turn the trash. Turn the trash.
9641,Wait. What day is today?,"Um, tonight is Ghost Whisperer. So, Friday."
9642,"Michael, why would we all go to the dump?","Why? Because I am not going to call Sabre and say, 'Hi, you know those very valuable expensive leads that you gave us earlier today? Well, because of a screw-up by a staff member, they're now in the city dump.'"
9643,"Why? Because I am not going to call Sabre and say, 'Hi, you know those very valuable expensive leads that you gave us earlier today? Well, because of a screw-up by a staff member, they're now in the city dump.'","Not your staff, Michael. You."
9644,"Does it have to be pizza? Could go for a, falafel?",Really?
9645,Really?,"I'm not going. You did this, not us."
9646,Why?,Just all the - drama.
9647,What drama?,"Between the - us and you guys. It's unnecessary, right?"
9648,"Between the - us and you guys. It's unnecessary, right?",So unnecessary.
9649,"I mean, if the salesmen weren't acting like such a bunch of stuck-up losers, then this day wouldn't be so bad - did you ever think of that?",I have new baby pictures.
9650,Didn't we kind of start it?,I think you're remembering that wrong?
9651,I think you're remembering that wrong?,Yeah.
9652,"Can we at least all agree that this is uncomfortable, and may be heading for something bad?","All those who agree, say aye [all present - Stanley, Andy and Phyllis -  raise their hands] All those opposed -"
9653,"Oh, why, because I have a shot at a $100k commission?","Since when do you care about money? When I first met you, you were a wide-eyed innocent."
9654,"Since when do you care about money? When I first met you, you were a wide-eyed innocent.",Hey. There is nothing I can do about my wide-set eyes.
9655,"Okay? Because they promote from within. Instead I had to follow you - you, going nowhere.",You think you would have done better without me? Really?
9656,You think you would have done better without me? Really?,I hitched my wagon to a horse with no legs.
9657,"You know what, I should have been doing? I should have been out at bars, finding my soul-mate, finding my wife, making babies -",Nice babies you're making with the floozies at the bars.
