,Question,Answer
3811,Can you imagine the celebrations? They'll ring the bells all day and night.,Remember. Anything you need.
3812,And?,The new Lord Cerwyn paid his taxes.
3813,We don't have enough men to hold the North if the other Houses rise up against us. Do you understand that?,Our pact with the Lannisters protects -
3814,"Yes. A bit shabby, isn't it? You've been here before.","On our way down to King's Landing, with my father and Arya and… where are you taking me?"
3815,"On our way down to King's Landing, with my father and Arya and… where are you taking me?",Home.
3816,"The Boltons have Winterfell. . The marriage proposal, it wasn't for you?",No.
3817,"I won't force you to do anything. Don't you know by now how much I care for you? Say the word and we turn the horses round, but listen to me. Listen. . You've been running all your life. Terrible things happened to your family and you weep. You sit alone in a darkened room, mourning their fates. You've been a bystander to tragedy from the day they executed your father. Stop being a bystander, do you hear me? Stop running. There's no justice in the world. Not unless we make it. You loved your family. Avenge them.",How do we get through there?
3818,How do we get through there?,We don't. We go around. .
3819,Aren't you getting a bit old to be a squire? How did you end up squiring for the Imp?,He hates that nickname.
3820,"Well, he's not here to complain about it, is he?","I squired for a knight name Ser Lorimer during the War of the Five Kings. One night, he had a bit too much to drink. And he was famished, so he borrowed a ham."
3821,He borrowed it?,"He wasn't a thief. He was drunk and hungry and he wasn't thinking. I was drunk too. He gave me half the ham. Next morning, one of the guards saw him passed out, under a wagon, with the ham bone still in his hand. They hanged the man afternoon. They tied the noose for me too, but, Lord Tywin heard my family name was Payne. So he pardoned me, and sent me to King's Landing to squire for his son."
3822,"You want to be a knight, Pod?",Yes.
3823,"You weren't a knight, but you were a Kingsguard to Renly Baratheon, weren't you?",I was.
3824,But how did you end up serving Renly?,"When I was a girl, my father held a ball. I'm his only living child, so he wants to make a good match for me. He invited dozens of young lords to Tarth. I didn't want to go, but he dragged me to the ballroom. . And it was wonderful. None of the boys noticed how mulish and tall I was. The shoved each other, and threatened to duel if they thought it was their turn to dance. And whispered in my ear how they wanted to marry me and take me back to their castles. . My father smiled at me and I smiled at him. I'd never been so happy. . Till I saw a few of the boys sniggering. And then they all started to laugh, they couldn't keep the game going any longer. They were toying with me. ‘Brienne the Beauty', they called me. Great joke. And I realized I was the ugliest girl alive. A great lumbering beast. I tried to run away, but Renly Baratheon took me in his arms. “Don't let them see your tears,” he told me. “They're nasty little shits. The nasty little shits aren't worth crying over.” He danced with me and none of the other boys could say a word. And he was the king's brother after all."
3825,But you said a shadow murdered him. How do you fight a shadow?,"A shadow with the face of Stannis Baratheon. I know it was Stannis. I know it in my heart. Stannis is a man, not a shadow. And a man can be killed."
3826,Very well. . Have you considered my offer?,I have. And I thank you for it. You do me great honor. All my life I wanted to be Jon Stark.
3827,"May I ask, Your Grace, how long you plan to stay at Castle Black?",Are you bored of us already?
3828,Are you bored of us already?,You saved us from Mance Rayder's army. We will never forget that. But it's a question of survival. The Night's Watch can't continue to feed your men and the wildling prisoners indefinitely. Winter is coming.
3829,And the wildlings?,"They'd rather burn than fight for me, so be it. I leave their fate to you. You could execute them, that's the safest course. . Or you could see if this Tormund fellow is more willing to compromise than Mance ever was. I assume the brothers of the Night's Watch would rather see the wildlings dead."
3830,You have many enemies in Castle Black. Have you considered sending Alliser Thorne elsewhere? Give him command of Eastwatch-by-the-Sea.,I heard it was best to keep your enemies close.
3831,Have you now? . How does the Night's Watch vow go again? I bet you've got it memorized since you got here.,Night gathers and now my watch begins -
3832,And what needs to be done?,"As long as the Boltons rule the North, , the North will suffer. Just one man's opinion."
3833,What do you want?,Who are you?
3834,Who are you?,What?
3835,What?,"You, who walk in here with a coin you never earned, whose value you do not respect. . Who are you?"
3836,"You, who walk in here with a coin you never earned, whose value you do not respect. . Who are you?",No one.
3837,"A lie, a sad little lie. Who are you?","I told you, I'm no - . Do that again and -"
3838,What are you doing?,We were only playing. The game of faces.
3839,For what? For whatever you want. To be a Faceless Man. To be no one.,"Whose sword is that? It belongs to Arya Stark. Arya Stark's sword, Arya Stark's clothes, Arya Stark's stolen silver. A man wonders how is it that no one came to be surrounded by Arya Stark's things?"
3840,"Whose sword is that? It belongs to Arya Stark. Arya Stark's sword, Arya Stark's clothes, Arya Stark's stolen silver. A man wonders how is it that no one came to be surrounded by Arya Stark's things?",What do we do with them after we wash them?
3841,What do we do with them after we wash them?,Open gates!
3842,"May I introduce my son, , Ramsay Bolton?","It's an honor to meet you, my Lady."
3843,Sam. . Maester Aemon?,He apologizes for not being here. He's not feeling well.
3844,"I will not go meekly off to freeze and die! Give it to one of the fools who cast a stone for you. I will not have it. Do you hear me, boy? I will not have it!",Are you refusing to obey my order?
3845,Are you refusing to obey my order?,You can stick your order up your bastard arse.
3846,Which of the Seven will you worship today?,The Maiden.
3847,Where is the Maiden?,And the Stranger.
3848,"Two is extra, you realize?","Yes, yes."
3849,What are you doing? This establishment belong to Lord Petyr Baelish. You can't -,You have profaned our faith. The faith of our fathers and forefathers.
3850,You were assaulted?,"I was, by those fanatics who call themselves ‘sparrows'. They humiliated me, they they beat me, they left me naked and bleeding on the cobblestones. I am lucky to be alive."
