,Question,Answer
8448,"Hey Elaine, did you hear the good news? Toby got promoted!","Yes, I heard, Kramer - I work there, remember??"
8449,"Yes, I heard, Kramer - I work there, remember??","Yeah, and you know what she told me? She said her first order of business is to put my coffee table book into the bookstores as soon as possible."
8450,"Yeah, and you know what she told me? She said her first order of business is to put my coffee table book into the bookstores as soon as possible.","Oh, wonderful!"
8451,I heard you went down to somebody's office and heckled them?,Damn right! We've been lapdogs long enough!
8452,"How could you do that? I mean, everybody's talking about it.","Yeah we'll, it's about time one of us drew a line in the sand."
8453,Robin? Robin!,"George, what is it? I'm working."
8454,"George, what is it? I'm working.","Robin, listen to me. The most amazing thing has happened. Kramer has opened my eyes. I think I've changed."
8455,What are you talking about?,O.k....
8456,"I mean, Bozo the Clown...I mean does he really need `the clown`in his title, as clown? Bozo, `the`clown? Are we going to confuse him with Bozo the district attorney? Bozo the pope? There's no other Bozo...","...you'll see, things will be different now - if you just give me one more chance."
8457,"The prop comic?  Oh, hi...I didn't recognize you, what...did you get a haircut?",Nostrils.
8458,George - could I have a word?,"All right, get off at the next exit."
8459,"It's a great house, pool, sun deck? Yeah, I'll be there.",You sure we're makin' the right move?
8460,You sure we're makin' the right move?,"We gotta see the new baby anyway, at least we'll get a weekend in the Hamptons out of it."
8461,Didn't they just have a baby?,"That was two years ago, remember? 'Jeh-Ree, you gotta see the Bay-Bee! You gotta see the Bay-Bee!'"
8462,"That was two years ago, remember? 'Jeh-Ree, you gotta see the Bay-Bee! You gotta see the Bay-Bee!'",Is it possible they're just having babies to get people to visit them?
8463,Is it possible they're just having babies to get people to visit them?,"Hey Jerry, you ever wear silk underwear?"
8464,"Hey Jerry, you ever wear silk underwear?",No.
8465,"Oh, isn't that weird that George and Jane haven't had sex yet, but they're spending a weekend together?","I know, George is pretty pleased about it. It's like she signed a letter of intent."
8466,When's Rachel comin' out?,She's makin' the three o'clock train.
8467,What's that?,"It's kind of a stuffed meat thing. Israeli soldiers carry it. In case they're captured behind enemy lines, they eat it and it kills them."
8468,"You see? We we're made for each other. It's amazing. If I reach out and touch her breast right not, she'd scream and throw me out of the car. But at this time tomorrow, I could touch it all I want.",What's your favorite?
8469,What's your favorite?,Potussan. Ever try it with club soda?
8470,Potussan. Ever try it with club soda?,No.
8471,Are we almost there?,"Yeah, about ten, fifteen minutes. But I have to stop at a vegetable stand."
8472,What for?,My mother loves Hampton tomatoes. She's nuts for Hampton tomatoes.
8473,Can you buy 'em later? I really wanna get some... sun.,Hey Jerry. Rub some lotion on my back.
8474,"Who are you, Mrs. Robinson?","Come on, I'll rub some on yours."
8475,"Yeah. Hey, you know, I gotta go get these tomatoes. You wanna go for a ride?",I don't think so.
8476,"'Kay. I'll uh, I'll see you later. Anybody want some tomatoes?",No thanks.
8477,"Look at my face, look at it. You see any lines?",No lines.
8478,You know why? One word shade.,So when are we gonna see this baby? When is the momentous event?
8479,So when are we gonna see this baby? When is the momentous event?,I don't know. They're takin' a nap or something.
8480,"I'm gonna go see if there are any girls on the beach. Elaine, you wanna come?",No thanks. I got plenty of girlfriends.
8481,What?,Jane's topless.
8482,Why do you think we're getting the sneak preview?,Maybe she's trying to create a buzz.
8483,What?,"You know, get some good word of mouth goin'."
8484,I'm thirsty. Anyone want a drink?,No thanks.
8485,Isn't he gorgeous?,Ugghh.
8486,Is she gorgeous?,"Oh, gorgeous, yes."
8487,Is it me or was that the ugliest baby you have ever seen?,"Uh, I couldn't look. It was like the Pekinese."
8488,"How are you feeling, Adam?  Elaine!  This is our pediatrician, Ben Feffa.",Hi.
8489,"Look at him, Elaine. How gorgeous is he? I ask you, how gorgeous?",Pretty gorgeous.
8490,"Elaine, you have children?","Me? Oh no, but I'd love to have a baby, I mean, I can't wait to have a baby. I'm just dyin' to have a baby."
8491,"Me? Oh no, but I'd love to have a baby, I mean, I can't wait to have a baby. I'm just dyin' to have a baby.",A beautiful woman like you should. You're quite breathtaking.
8492,Breathtaking? I'm breathtaking?,"And he's very particular. Ben, you're staying tonight, right?"
8493,"And he's very particular. Ben, you're staying tonight, right?","Uh, Sure."
8494,What kind of a greeting was that?,She's got greeting problems.
8495,You got lobster for everybody?,"Yeah, and they're fresh! Right out of the ocean."
8496,"You saw who, what?","Yeah, I saw Jane topless. Well, we all saw her."
8497,You saw Jane topless?,"Well, when you went for the tomatoes she lied out topless."
8498,Face up on her back?,Yeah.
8499,We'll why'd she do that?,I guess she was hot.
8500,You mean she just laid there topless?,"No, no, she got up, she walked around..."
8501,Walked around? And you looked?,"Of course. She's got a great body, buddy. All right, I'm gonna go upstairs, I'll be right back."
8502,"Well, how good a look did you get?",We'll what'd you mean?
8503,We'll what'd you mean?,"Well, if she was a criminal and you had to describe her to a police sketch artist..."
8504,What do you want me to do? You wanna see Rachel naked?,"Yes, yes! The punishment should fit the crime."
8505,"I mean, if he thinks that that baby's breathtaking, then who's not breathtaking?",Maybe he just said it because the mother was in the room.
8506,How are you gonna do that?,I can be very clever.
8507,Don't you knock?,"I'm sorry, uh, it's not like I'm gonna see something I've never seen before."
8508,"What'd you want anyway, George?","Yes, George. I'm kind of wondering myself. What is it what you want?"
8509,"Yes, George. I'm kind of wondering myself. What is it what you want?","No, I was just wondering... if you guys, uh, had any gum."
8510,"So where is this baby, anyway?","Oh, check it out. I guarantee you've never seen anything quite so objectionable. It's down the hall, third door on your left."
8511,Did she do it on purpose?,"It was my fault, I told her the wrong door."
8512,So what?,We'll ordinarily I wouldn't mind. But...
8513,"Well, so what's the difference?",What if she discusses it with Jane?
8514,What if she discusses it with Jane?,"Oh, she's not gonna tell Jane."
8515,How do you know?,Women aren't like us.
8516,"They're worse! They're much worse than us, they talk about everything! Couldn't you at least tell her about the shrinkage factor?","No, I'm not gonna tell her about your shrinkage. Besides, I think women know about shrinkage."
8517,How do women know about shrinkage?,Isn't it common knowledge?
8518,Isn't it common knowledge?,Elaine! Get!
8519,Do women know about shrinkage?,"What do you mean, like laundry?"
8520,"What do you mean, like laundry?",No.
8521,It shrinks?,Like a frightened turtle!
8522,Why does it shrink?,It just does.
8523,"Rachel, aren't you gonna have any?","Oh, no, I can't. I'm kosher, we don't eat shellfish."
8524,You mean you've never tasted lobster?,No.
8525,"Really? Tell us more, Mr. Science.","What're you doing? What're you, telling secrets? What're you laughing at?"
8526,"What're you doing? What're you, telling secrets? What're you laughing at?","It's nothing, George."
8527,"You know, it's very impolite to tell secrets. Are you talking about me?",What is it with you?
8528,What is it with you?,Easy big fella.
8529,"So Kramer, where'd you get all these lobster, at the Fleesher's Market?","No, I got 'em in the ocean."
8530,The ocean? What'd you mean?,"Well, I found this rope and I kept tugging on it, and all these lobsters came up."
8531,"Some night, huh?","Yeah, I wish I had my telescope."
8532,"Some dinner, huh?",Nothing like fresh caught lobster.
8533,"Some house, huh?",It was built by Mark Fargman. He build a lot of these homes here.
8534,"Some ugly baby, huh?",What did you say?
8535,What did you say?,"I said, uh, some snuggly baby."
8536,You told her?,"Yeah, what's the big deal?"
8537,"Yeah, what's the big deal?","You don't understand. This organ, it's very... schizophrenic."
8538,"Jerry, what the difference? You know, you're the ones obsessed with this stuff, not us. I'm sure it wouldn't matter to Jane.",You're going back to New York now?
8539,You're going back to New York now?,"Yeah, I have some things to do."
8540,So what if I did?,And she didn't say something to you about a certain something?
8541,And she didn't say something to you about a certain something?,I don't know what you're talking about.
8542,You looking for this?,"Oh, Kramer! You startled me."
8543,"Yeah, we'll, I couldn't stop thinking about how everyone was enjoying the lobster so much an' we'll I thought I little taste wouldn't hurt, huh?",No I'm afraid I couldn't do that.
8544,Why not?,"Well, that wouldn't be kosher."
